patient_id,expression_1,expression_2,expression_3,expression_4,expression_5,expression_6,expression_7,expression_8,expression_9,expression_10,expression_11,expression_12,expression_13,expression_14,expression_15,expression_16,expression_17,expression_18,expression_19,expression_20,expression_21,expression_22,expression_23,expression_24,expression_25,expression_26,expression_27,expression_28,expression_29,expression_30,expression_31,expression_32,expression_33,expression_34,expression_35,expression_36,expression_37,expression_38,expression_39,expression_40,expression_41,expression_42,expression_43,expression_44,expression_45,expression_46,expression_47,expression_48,expression_49,expression_50,expression_51,expression_52,expression_53,expression_54,expression_55,expression_56,expression_57,expression_58,expression_59,expression_60,expression_61,expression_62,expression_63,expression_64,expression_65,expression_66,expression_67,expression_68,expression_69,expression_70,expression_71,expression_72,expression_73,expression_74,expression_75,expression_76,expression_77,expression_78,expression_79,expression_80,expression_81,expression_82,expression_83,expression_84,expression_85,expression_86,expression_87,expression_88,expression_89,expression_90,expression_91,expression_92,expression_93,expression_94,expression_95,expression_96,expression_97,expression_98,expression_99,expression_100
TCGA-VQ-A8P2,MYH11:3.8501,EMA:2.996411,EPPK1:2.6671,HSP27:2.231804,TIGAR:2.0483,CLAUDIN7:2.0355,MTCO1:1.974069,WIPI1:1.963712,B7-H3:-1.957675,SOD1:1.901146,ERALPHA:-1.8354,RAB25:1.7653,SNAIL:1.6952,ZAP-70:-1.556087,PAR:1.529768,CMET:1.5288,PARPCLEAVED:1.4399,UGT1A:1.336369,PDCD4:-1.323,CASPASE8:1.3079,Patched:1.289506,VASP:1.276957,ERRalpha:1.26229,LAD1:1.227319,Histone-H3:-1.226744,p38-a:1.197983,CYCLINB1:1.1812,IGFRb:-1.133919,EphA2:1.104641,Hexokinase-II:-1.093888,SETD2:1.0855,PMS2:-1.073483,FAK:-1.057647,Tau:-1.046753,Cox-IV:1.022595,ASNS:1.0061,GAPDH:-1.0,DUSP4:0.98297,VAV1:-0.9827314,PAK1:0.9783303,CASPASE7CLEAVEDD198:0.97526,WTAP:0.971442,Glucocorticoid-Receptor:-0.9627539,STING:0.9524812,cdc25C:0.9337852,PLK1:0.9216592,RICTOR:0.91304,ACC1:-0.90934,Aurora-A:0.8827401,FOXM1:0.88035,Lyn:0.8775466,PKCALPHA:0.86843,Akt2:-0.827743,NQO1:0.8242748,Grp75:0.8171636,AceCS1:0.7955839,CYCLINE2:0.79322,Rheb:-0.7871869,NOTCH1:0.78061,PAICS:0.7783789,BRD4:0.76753,IDO:0.7665729,Connexin-43:-0.7634582,PKA-a:-0.7600789,HSP60:0.751685,MIF:0.750893,PDGFRB:0.7495838,Oct-4:0.7448384,IGFBP3:0.7290789,PTEN:0.72829,CD20:0.7234,HMHA1:-0.7229604,MLH1:-0.7138853,ANNEXIN1:-0.69708,INPP4B:0.69415,RB:0.68968,PAX8:-0.6451065,BETACATENIN:0.63839,DNMT1:0.6259667,MCT4:0.6211631,PERK:-0.6154237,ERK2:0.61454,IR-b:0.6135479,D-a-Tubulin:0.6061042,ADAR1:-0.58848,MEK1:0.58372,VEGFR2:0.58079,JNK2:0.57986,XPA:-0.5756751,Cyclophilin-F:0.5727136,CYCLINE1:0.56419,Aurora-B:0.5639563,PLC-gamma1:-0.5547412,Cyclin-D3:0.5458581,HLA-DQA1:-0.5440588,TRAP1:0.5366358,Mitofusin-1:0.530552,PCNA:0.52735,Stat3:-0.5233306,AR:-0.51888
TCGA-MX-A5UG,MYH11:8.6209,ETS1:3.6478,CD171:3.359236,EMA:-3.241716,S6:-3.2159,HSP70:2.927,CD20:2.8619,RBM15:-2.6175,RAD51:2.5581,PDH:2.465853,Connexin-43:-2.392035,RICTOR:2.3805,PAR:-2.320866,ECADHERIN:-2.1797,ATRX:-2.073685,Hexokinase-II:-2.044645,EEF2:-1.985,GAPDH:-1.891,NCADHERIN:1.8513,Histone-H3:-1.842177,ACC1:-1.7934,BAP1C4:-1.7866,PLC-gamma1:-1.71023,YTHDF3:-1.678238,COLLAGENVI:1.6726,VAV1:-1.6526,FASN:-1.6388,FAK:-1.581363,53BP1:-1.5757,YTHDF2:-1.573564,ZAP-70:-1.568616,DNMT1:-1.519916,CYCLINE1:-1.4905,EEF2K:-1.4604,IL-6:1.454601,GSK-3B:-1.41831,PLK1:-1.400219,TFRC:-1.3837,MTSS1:1.377739,Mitofusin-2:-1.339427,ALKBH5:-1.295488,EIF4G:-1.2879,CAVEOLIN1:1.2854,ERCC1:-1.2787,PDGFRB:1.274563,BETACATENIN:-1.2603,SIRP-alpha:-1.259139,4EBP1:-1.2233,SYK:-1.206,CYCLINB1:-1.1704,MSH2:-1.1684,SF2:-1.1667,RRM2:1.157111,MLH1:-1.156984,PARPCLEAVED:-1.1478,CDT1:1.143573,Wee1:-1.14065,MMP14:-1.124097,Rheb:-1.119722,PMS2:-1.104298,BRD4:-1.0981,Vinculin:1.089568,RAB25:-1.0872,PAK4:1.085688,GATA3:-1.0834,MSH6:-1.0825,Lasu1:-1.081152,1433BETA:1.0791,ERCC5:-1.0784,SMAD1:-1.0591,PKCALPHA:1.0472,HMHA1:-1.026056,CYCLIND1:1.026,STING:-1.017137,KU80:-0.99371,CtIP:0.9909629,PTEN:-0.9884,CKIT:0.97747,Mnk1:-0.9770609,PDL1:0.96561,PAICS:-0.9492098,TRIM25:-0.9311129,HSP60:0.9242609,TRIP13:-0.9194131,RAB11:0.90826,ERK2:0.9061,Melanoma-gp100:0.9037498,LAD1:-0.9011214,Mcl-1:-0.8993238,PERK:-0.8987514,RIP:-0.8772245,KAP1:-0.8673459,P16INK4A:-0.8438,NF2:-0.84147,G6PD:0.83688,SMAC:-0.83158,LKB1:0.82745,METTL3:-0.8156251,S100A4:0.8022565,TRAP1:-0.8013428
TCGA-IN-A7NT,MYH11:9.5384,PAI1:3.8453,Connexin-43:2.589203,RICTOR:2.4875,CAVEOLIN1:2.3701,EphA2:2.366505,PAR:-2.070458,ERALPHA:-1.8919,FN14:1.882098,CYCLINE1:1.8508,SOD2:1.764383,ZAP-70:-1.700183,Histone-H3:-1.666068,MCT4:1.563629,CD171:1.542216,Cox2:1.522442,PLC-gamma1:-1.45374,PDCD4:-1.4496,PLK1:1.423094,MIF:1.417477,HMHA1:-1.40445,ETS1:1.3958,Tau:-1.336702,LAD1:1.302394,VASP:1.252045,ACSL1:-1.23667,VAV1:-1.208474,ATRX:-1.179313,CD20:1.1629,Mitofusin-1:1.159866,Enolase-1:1.157275,ASNS:1.1174,ERCC1:1.1142,ANNEXIN1:1.0774,FGF-basic:1.076626,Vinculin:1.045564,SGK3:-1.018,STING:-1.01395,EPPK1:1.0128,CD49B:1.0115,MTCO1:-1.007904,CD86:1.004207,IDO:0.9936276,BETACATENIN:0.98956,CYCLINB1:0.96947,TRANSGLUTAMINASE:0.96358,FAK:-0.9529575,CLAUDIN7:0.9463,IRS2:-0.9085992,MMP14:0.9000888,U-Histone-H2B:-0.8841363,Lasu1:-0.8802354,PDGFRB:0.8675318,FIBRONECTIN:0.83517,Hexokinase-I:-0.8259373,RBM15:-0.82183,SMAD1:-0.81976,Mcl-1:0.8172573,Aurora-A:0.7980732,SHP2:-0.7723285,MEK1:0.75877,DNMT1:-0.7570957,RSK1:-0.7533678,B7-H3:0.7525754,Stat3:0.7465565,HER3:-0.74399,MSI2:-0.7422475,CD29:0.7239147,IGFRb:-0.7236361,XPA:-0.7073787,HLA-DQA1:-0.705695,Cyclin-D3:0.6981644,MTSS1:0.6904698,UBAC1:0.6884918,LC3A-B:0.6858322,IRF-3:0.6745082,AceCS1:-0.672752,Gli1:0.6613677,FASN:-0.64848,AR:-0.64431,BAP1C4:-0.64261,PHLPP:-0.6416034,RAD50:0.6378,Creb:-0.6342272,ERRalpha:-0.6036325,EEF2K:-0.60174,EVI1:-0.599117,P16INK4A:0.59358,Glutaminase:0.592929,DVL3:0.58924,CDT1:-0.5841675,ATP5H:-0.5831933,YB1:-0.58065,COLLAGENVI:0.56788,Coup-TFII:-0.5660494,BCL2:-0.56335,4EBP1:0.53878,PARPCLEAVED:-0.53665,HSP60:0.53473,CD44:0.5258677
TCGA-D7-5579,MYH11:9.2012,TIGAR:5.1919,CLAUDIN7:4.732,RICTOR:4.0709,Cox2:2.378658,ECADHERIN:-2.3439,EMA:1.80422,PLC-gamma1:-1.704594,ZAP-70:-1.658396,ERALPHA:-1.6269,Histone-H3:-1.61897,BETACATENIN:-1.5521,SOD2:1.488578,EEF2K:-1.4355,GAPDH:-1.4235,FASN:-1.3649,RAB25:1.3502,FAK:-1.334325,CAVEOLIN1:1.3331,FGF-basic:1.27905,Vinculin:1.246642,ATRX:-1.242011,RBM15:-1.2093,ACC1:-1.1924,DNMT1:-1.185801,53BP1:-1.1617,Lasu1:-1.151157,MTSS1:1.116931,PAI1:1.1015,CKIT:1.072,VAV1:-1.048823,Lyn:1.028754,Stat3:-1.025459,GCLC:-1.021861,HMHA1:-1.014119,XPA:-1.011896,PDCD4:-0.99412,CD20:0.98275,KU80:-0.98247,MTCO1:-0.9771051,CD171:0.966754,SMAD1:0.95059,MSH6:-0.92612,Wee1:-0.9143865,IR-b:0.9117381,EIF4G:-0.90706,IGFBP3:0.9013477,SMAC:-0.90131,IGFRb:-0.8997356,ACSL1:-0.8926213,LCK:0.8771,ALKBH5:-0.8738527,CDK1:0.87381,PDH:0.8731849,GSK-3B:-0.8673642,LAD1:0.8286138,INPP4B:0.80667,BAK:-0.77501,XIAP:-0.7747751,FTO:-0.7746089,IDO:0.7724214,PKCALPHA:0.76716,MEK1:0.76206,RSK1:-0.7593212,AR:-0.75284,EPPK1:0.75259,CD49B:0.751,PLK1:0.746744,ADAR1:-0.72936,PMS2:-0.7238654,EphA2:0.7164486,SIRP-alpha:-0.7104282,CYCLINE1:0.70946,Connexin-43:-0.7080706,FN14:0.707643,HER2:-0.70255,S6:-0.70005,Aurora-A:0.6934524,PAR:-0.6923313,P16INK4A:0.67578,Rheb:-0.6748815,SGK3:-0.6676368,Hexokinase-I:-0.6655631,PERK:-0.6528553,IRS2:-0.6470029,WTAP:0.6427375,BAP1C4:-0.6408,TRIM25:-0.634874,RAB11:0.63393,VASP:0.6334536,PI3K-p110-b:0.6234735,Enolase-2:-0.6138988,Akt2:-0.5887603,COLLAGENVI:0.58452,BRD4:-0.5833,SOD1:0.5621607,CD44:0.5616782,NQO1:0.560148,PREX1:0.55273,Creb:-0.5390642
TCGA-CD-A4MJ,MYH11:3.2103,EPPK1:3.1363,CLAUDIN7:2.3133,DUSP4:2.004,EphA2:1.998691,ERALPHA:-1.9486,FGF-basic:-1.942611,MTCO1:1.917085,TIGAR:1.9084,LAD1:1.887483,VASP:1.808621,S100A4:1.792637,CD86:1.745296,RAB25:1.6937,Hexokinase-II:1.643416,MCT4:1.642654,CASPASE7CLEAVEDD198:1.6391,Lyn:1.632806,CD49B:1.5007,PLK1:1.494337,BETACATENIN:1.4128,IGFBP2:-1.3777,MLKL:1.296146,AceCS1:1.295908,HLA-DQA1:-1.284413,PI3K-p110-b:1.279447,EMA:1.2005,STAT5ALPHA:1.1839,PKCALPHA:1.1802,EVI1:1.053642,IR-b:1.035387,P90RSK:1.0317,RAD51:1.0303,ZAP-70:-0.9842854,GCLC:-0.9656023,MMP14:0.947337,RSK1:0.927418,D-a-Tubulin:0.8993732,PMS2:-0.8938087,RICTOR:0.85304,Granzyme-B:0.8052116,PLC-gamma1:-0.7869836,HSP70:-0.78424,PAK1:0.7751559,HER2:0.77462,Vinculin:0.7707734,Cox-IV:0.7666477,AR:-0.76612,IDO:0.7656418,CAVEOLIN1:-0.75281,LCK:0.74789,MLH1:-0.7459524,BCL2:-0.7425,PAR:0.7422857,PKA-a:-0.7371565,BIM:-0.71483,ATM:-0.69446,Mitofusin-2:0.6840191,ALPHACATENIN:0.6813,XPA:-0.6785588,IRF1:0.67437,PTEN:0.67076,DNMT1:0.6513382,CtIP:-0.6505562,FOXO3A:0.64737,cdc25C:0.6152857,MR1:-0.6137405,Glucocorticoid-Receptor:-0.6097394,GRB7:0.60071,VEGFR2:0.59697,ASNS:0.59426,ATP5H:-0.5926899,BRD4:0.57209,SDHA:0.5656875,BAX:-0.55761,FAK:-0.5526255,4EBP1:0.54504,IRF-3:0.539406,53BP1:-0.53237,HMHA1:-0.5298688,Caspase-8-cleaved:-0.5285647,SGK3:-0.5283828,BCLXL:-0.51724,ATRX:-0.5140416,ACC1:-0.51265,Cdc42:0.5077252,JNK2:0.50415,Tau:-0.5014269,DJ1:-0.49297,WIPI1:-0.4882955,SRC:0.48801,FTO:-0.4879727,DNA-Ligase-IV:-0.4845014,STING:0.4798539,ACSL1:-0.4720955,GAPDH:-0.46996,BAP1C4:0.46512,ECADHERIN:0.46004,P21:0.45871,PDCD4:-0.45811
TCGA-D7-6818,MYH11:5.0023,HER2:3.8354,TIGAR:2.7008,PLK1:2.327902,RICTOR:1.8873,ERALPHA:-1.859,HSP27:1.700428,IGFRb:-1.609911,ZAP-70:-1.589028,GAPDH:-1.4894,CLAUDIN7:1.4693,SOD1:1.46908,Tau:-1.443936,PLC-gamma1:-1.428174,Histone-H3:-1.30469,ACSL1:-1.205602,ACC1:1.1952,DUSP4:1.1695,Aurora-A:1.14286,VAV1:-1.138481,FAK:-1.106614,VASP:1.000567,HMHA1:-0.9709434,Lyn:0.9638139,53BP1:-0.93463,Wee1:-0.9342746,p38-a:0.9138008,SRC:0.91376,EIF4G:-0.90875,EEF2K:-0.90354,SOD2:0.8964634,LC3A-B:0.8886364,Lasu1:-0.8765222,AR:-0.85817,CD38:0.8483224,PDCD4:-0.81651,IRF-3:0.7897062,BRAF:-0.78892,RAD51:0.77672,ATRX:-0.7717735,PAI1:0.76559,PMS2:-0.7496659,MLKL:0.7419588,XPA:-0.7368328,SHP2:-0.7074535,PDGFRB:0.6960809,DDR1:-0.6846514,EVI1:-0.679833,ASNS:0.67226,ATP5H:-0.6570169,Cox-IV:0.6562603,Gli1:0.6476972,CMYC:-0.63797,CYCLINB1:0.63608,S6:-0.63529,RBM15:-0.62903,CD49B:0.62609,METTL3:-0.6167782,CAVEOLIN1:0.61563,SMAC:-0.61463,PERK:-0.6098719,BCL2:-0.60838,PKCALPHA:0.60369,CASPASE3:0.59771,Vinculin:0.5961003,IDO:0.5882821,EMA:-0.5786285,CD44:0.5707575,FTO:-0.5663618,EPPK1:0.56635,MEK1:0.55721,PHLPP:-0.5569582,RAB25:0.55457,FASN:-0.55088,Patched:0.5453522,INPP4B:0.54411,CD45:0.5432781,GATA3:-0.53953,Rheb:-0.5375059,RAPTOR:-0.52838,Granzyme-B:-0.5261438,XRCC1:0.52296,ANNEXIN1:-0.52139,ACETYLATUBULINLYS40:0.52131,ALKBH5:-0.5194354,PAR:-0.5164315,MR1:-0.5161834,WTAP:0.5101091,Aurora-B:0.5092653,STING:-0.5058339,CHK2:0.50462,Puma:-0.5005246,Glutaminase:0.4974168,BAK:-0.49259,Mnk1:0.4925641,IGFBP3:0.4916823,ALPHACATENIN:0.48723,AceCS1:0.4846179,IL-6:0.48334,Hexokinase-I:-0.4810056
TCGA-HF-7131,MYH11:4.4823,TIGAR:2.6004,EPPK1:2.5411,IDO:2.532922,NQO1:2.091433,CLAUDIN7:1.8954,Cyclin-D3:1.88542,ERALPHA:-1.8345,Histone-H3:-1.564849,LAD1:1.529414,ZAP-70:-1.51806,Tau:-1.486221,Lyn:1.464516,GAPDH:-1.4253,PAR:-1.379862,IGFRb:-1.374822,VASP:1.277857,Connexin-43:-1.250006,PLK1:1.210275,MTCO1:1.20547,CASPASE7CLEAVEDD198:1.2007,SMAD1:-1.1767,XPA:-1.16739,SRC:1.138,RSK1:1.103601,53BP1:-1.0739,FAK:-1.073777,MMP14:-1.06624,ACSL1:-1.058902,Aurora-A:1.046095,AceCS1:1.025699,ERRalpha:1.022178,P90RSK:1.0092,EVI1:1.004831,PKCALPHA:0.98116,RICTOR:0.96033,IRS2:-0.9473409,MLKL:0.9274374,DUSP4:0.90478,IRF-3:0.8986225,LCK:0.89598,EphA2:0.8913784,AR:-0.88712,FN14:0.8706016,ASNS:0.86765,MIF:-0.8609694,ACETYLATUBULINLYS40:-0.85229,ACC1:0.83977,AKT:-0.82427,PDK1:0.79185,Coup-TFII:-0.7894307,Lasu1:-0.7704046,FASN:-0.7456,Stat3:0.7453692,ECADHERIN:0.74324,Cox-IV:0.7066116,D-a-Tubulin:0.7020786,ALPHACATENIN:0.70007,FIBRONECTIN:-0.69674,ALKBH5:-0.6933919,INPP4B:0.69008,PDCD4:-0.68408,BIM:-0.68346,ATRX:-0.6824558,CD49B:0.67569,DVL3:-0.65839,TFRC:-0.65315,B7-H3:-0.6493647,SGK1:0.6452193,SHP2:-0.6353895,HMHA1:-0.6269631,EIF4G:-0.61511,EMA:0.6105111,TRAP1:0.6061242,ATP5H:-0.6007106,PI3K-p110-b:0.5919841,PHLPP:-0.5764831,CMYC:-0.57394,Grp75:0.5707086,P62LCKLIGAND:0.5579,Rheb:-0.5554834,CD171:-0.5505766,MMP2:-0.5488994,S6:-0.543,Glutaminase:0.5373776,HSP60:0.5359562,TRIM25:0.5351075,Gli3:-0.5301468,Calnexin:0.5294271,STING:-0.5260271,ANNEXIN1:-0.52143,P70S6K1:-0.52052,GATA3:-0.51517,U-Histone-H2B:-0.5116363,RAB25:0.50432,BCL2:-0.50277,BID:-0.50236,ETS1:-0.50229,Enolase-2:-0.5014968,IGFBP3:0.4954983
TCGA-CD-A4MH,MYH11:5.2235,FGF-basic:-4.729801,P27:3.3156,CD171:2.895709,CD86:2.585107,PLC-gamma1:-2.191227,IDO:2.021736,TIGAR:1.8794,RICTOR:1.6781,YB1:1.6731,53BP1:-1.5819,STING:-1.548474,ERALPHA:-1.4917,GAPDH:-1.4762,VAV1:-1.36946,EIF4G:-1.2955,KU80:-1.2886,Glutaminase:1.281683,MTCO1:1.260388,EEF2K:-1.2585,ATRX:-1.257439,Hexokinase-II:-1.236748,c-IAP2:-1.21077,Connexin-43:-1.186064,PAXILLIN:-1.1787,KAP1:-1.120107,VASP:1.07469,HMHA1:-1.063153,Cox-IV:1.06147,P16INK4A:1.049,BRAF:-1.0394,ECADHERIN:-1.026,BAP1C4:-1.0148,UGT1A:0.9982583,BRD4:-0.98719,ACSL1:-0.9818416,HER2:-0.97246,Lasu1:-0.9500145,SNAIL:0.93621,AceCS1:0.9311915,Wee1:-0.9163764,ACETYLATUBULINLYS40:-0.90651,IGFBP3:0.9042756,CDT1:0.8987147,NQO1:0.8850716,PKCALPHA:0.88478,PDGFRB:0.8807187,PREX1:0.87859,PAICS:-0.8722276,CKIT:0.86294,RBM15:-0.85858,PTPN12:-0.8528542,YTHDF2:-0.8125373,SIRP-alpha:-0.8078115,CD38:0.787214,METTL3:-0.7809573,SDHA:0.7802277,Tyro3:0.7794967,MMP14:-0.7781743,BETACATENIN:-0.77324,GAB2:-0.77174,CD45:0.7635372,XPA:-0.7634136,Cdc42:0.7602949,D-a-Tubulin:0.7566625,IRF-3:0.7397047,CYCLINE1:0.73035,BECLIN:0.7232,LCK:0.72007,SRC:0.71957,IL-6:0.7153572,RAB25:0.70788,PAX8:-0.7075953,G6PD:0.70712,TRIM25:-0.6958698,IGFRb:-0.6761209,Aurora-B:0.6745217,MSH6:-0.67367,LAD1:0.671218,CtIP:-0.6704244,FTO:-0.6699302,Caspase-8-cleaved:-0.664712,PMS2:-0.6623924,SOD2:0.6585524,PARG:-0.6537898,Akt2:-0.6529782,Atg5:0.6501097,FN14:0.6440566,Mitofusin-2:-0.643324,ZAP-70:-0.6410824,IRS2:-0.6166773,Rheb:-0.6108224,Stat3:-0.6085017,SMAD1:-0.60755,Gli1:0.5971358,COG3:-0.57259,FASN:-0.56719,ATM:0.56313,CD4:0.560725,p38-a:0.5541369
TCGA-BR-7197,MYH11:9.1861,RICTOR:3.8848,PDH:2.410209,Histone-H3:-2.253111,CD171:1.890987,U-Histone-H2B:-1.823163,Vinculin:1.679685,ERALPHA:-1.6725,ZAP-70:-1.577405,GAPDH:-1.5631,RAB25:1.5246,HLA-DQA1:-1.49359,Hexokinase-II:-1.428911,PAR:-1.329737,ACETYLATUBULINLYS40:-1.2784,UGT1A:1.223232,AceCS1:1.187239,CAVEOLIN1:1.172,BETACATENIN:1.1634,TIGAR:1.1293,MTSS1:1.121098,NQO1:1.116828,FAK:-1.090583,RBM15:-1.0827,Rheb:-1.078013,PKCALPHA:1.0195,BRD4:-1.0171,ALKBH5:-0.959843,PDGFRB:0.9467535,ACC1:-0.89351,PDCD4:-0.88246,RAD51:0.85562,HSP70:0.84776,CD20:0.77807,IGFRb:-0.7591107,PTEN:0.73822,PAI1:-0.73584,PERK:-0.6897457,XPA:-0.6822185,HSP60:0.6611327,Gli3:0.6594627,LAD1:0.6572846,INPP4B:0.65512,SMAD1:-0.65488,FASN:-0.64109,EEF2:-0.63595,ANNEXIN1:-0.62207,MEK1:0.61606,VASP:0.5988363,Granzyme-B:-0.5778359,IGFBP3:0.5732696,BIM:0.57116,Tau:0.5703252,ERRalpha:0.5689164,Lyn:0.5679785,ACSL1:-0.5635161,MIF:-0.5578183,Connexin-43:0.5552972,PAK4:0.5526575,NOTCH1:0.54802,Akt2:-0.5409994,Puma:-0.5409138,ERCC5:-0.5273,SMAC:-0.52567,CASPASE8:-0.51759,AR:-0.5137,BAX:-0.50297,NCADHERIN:0.49963,P62LCKLIGAND:-0.49963,RPA32:-0.4926796,PAX8:-0.4824116,EMA:0.4809842,MSH6:-0.4775,VAV1:-0.4622605,CD4:-0.4536734,IRS1:0.44937,DNMT1:-0.4466344,ADAR1:-0.44214,CKIT:0.44025,53BP1:-0.43748,Calnexin:-0.430928,IGFBP2:-0.42918,BRAF:-0.42816,Coup-TFII:-0.4253968,ACVRL1:0.4207,GCLC:0.4206729,p38-a:0.4159855,MMP2:-0.3932044,MSI2:-0.3924718,Gli1:0.392074,Tyro3:-0.3906054,BAK:-0.3864,DM-Histone-H3:-0.3809226,GATA3:-0.37806,YB1:0.37667,CDT1:-0.3762017,Enolase-1:-0.3677912,DDR1:-0.3664671,STING:-0.3660307,ATP5A:-0.3592866
TCGA-BR-4363,MYH11:5.9796,EPPK1:4.4951,IDO:2.437475,CD44:2.129755,EVI1:2.054281,ERALPHA:-1.8541,ETS1:1.645,IGFRb:-1.511393,LAD1:1.486239,ZAP-70:-1.46315,PAR:1.461501,BETACATENIN:1.4283,Lyn:1.400353,ACETYLATUBULINLYS40:-1.3969,HSP70:1.3614,RICTOR:1.3475,UGT1A:1.319481,EMA:1.249673,PLK1:1.221394,RAD50:1.2167,CD20:1.2028,CASPASE7CLEAVEDD198:1.1883,RAD51:1.1589,TIGAR:1.0354,PTEN:1.0339,MTCO1:1.030442,EEF2:1.025,BAP1C4:-1.0157,FASN:-1.0102,ERK2:1.0069,NCADHERIN:1.0051,VASP:0.9433831,PDCD4:-0.90262,ACSL1:-0.9015724,PMS2:-0.8972729,LCK:0.88981,CKIT:0.88312,Hexokinase-II:0.8614575,PDGFRB:0.8594084,HER3:-0.85842,Histone-H3:-0.8537914,Cox-IV:0.8435093,Gli1:0.8404031,FIBRONECTIN:0.83657,Sox2:0.8304271,FAK:-0.8188407,GAPDH:-0.81138,ANNEXIN1:-0.80605,BCL2:-0.75963,Mitofusin-2:-0.7447798,IGFBP3:0.7215948,DDR1:-0.7197091,PKCALPHA:0.71189,TFRC:0.69338,PI3KP110ALPHA:-0.6904,p38-a:-0.688311,Connexin-43:0.6864337,c-IAP2:0.6833863,SIRP-alpha:0.6806496,GATA3:-0.67703,SHP2:-0.6744965,SYK:0.6699,RAB25:0.66628,JNK2:0.6648,STAT5ALPHA:0.65993,AR:-0.65629,BAX:-0.65598,MTSS1:0.6500416,MLH1:-0.6493671,CHK2:0.61975,Vinculin:0.6159408,ADAR1:-0.61193,Enolase-2:-0.6093141,RSK1:0.6051849,P53:-0.60471,Mnk1:0.5873027,UBAC1:-0.5842543,FTO:-0.5840886,Akt2:-0.5801693,Glutamate-D1-2:-0.5734397,1433BETA:0.56929,MEK1:0.56541,YTHDF3:0.564529,XPA:-0.5524655,SCD1:-0.55141,CASPASE8:-0.54873,BRAF:-0.54665,SRC:0.54312,1433ZETA:0.54209,ATP5H:-0.5237701,VEGFR2:-0.51281,Hexokinase-I:-0.5113883,JAB1:-0.51023,COLLAGENVI:0.5088,ECADHERIN:0.50746,WTAP:0.4968246,MMP2:-0.4943837,CYCLINB1:0.49393,NDUFB4:-0.487806,IRF-3:0.48349
TCGA-CD-5813,MYH11:4.4904,ECADHERIN:-2.7846,PDH:2.335794,Histone-H3:-2.323406,HSP70:1.9697,U-Histone-H2B:-1.968825,RAD51:1.9048,TIGAR:1.8654,S6:-1.7289,GAPDH:-1.6952,PAR:-1.676991,Oct-4:1.49166,ZAP-70:-1.473065,BRD4:-1.4629,Rheb:-1.392607,PDGFRB:1.346208,ACC1:-1.3061,MTSS1:1.298677,NCADHERIN:1.2793,IL-6:1.212984,ALKBH5:-1.212826,FAK:-1.207703,Atg4B:1.145905,Connexin-43:-1.133629,53BP1:-1.1131,RBM15:-1.0948,FASN:-1.0898,NQO1:-1.0588,TRANSGLUTAMINASE:1.0102,MLKL:1.007891,Caspase-8-cleaved:0.9745775,ALPHACATENIN:-0.97027,ERCC5:-0.96621,EPPK1:-0.96484,CYCLIND1:0.96417,ERALPHA:-0.95182,RAB11:0.95093,CDT1:0.9468063,ATRX:-0.9208272,CtIP:0.89607,BETACATENIN:-0.89329,SGK3:0.888542,ETS1:0.8606,FIBRONECTIN:0.85788,EMA:0.8303158,RAD50:0.82904,STING:-0.8141645,ACSL1:-0.8111522,SMAD1:-0.80064,TRAP1:-0.7818989,Melanoma-gp100:0.7817961,IDO:0.7791455,Rad23A:-0.7781738,CAVEOLIN1:0.76464,DNMT1:-0.7560313,GSK-3B:-0.7533111,Creb:0.7476347,ADAR1:-0.74705,FTO:-0.7444438,CD20:0.74227,PAK4:0.7415664,PAICS:-0.7385418,YTHDF2:-0.7345446,HSP60:0.7027078,PDK1:-0.70113,XPA:-0.6966952,ATP5A:-0.6924284,SOD2:0.6885976,SGK1:0.67711,Mitofusin-2:-0.6763209,DAPK2:0.6700867,CKIT:0.65803,PKCALPHA:0.65044,RPA32:-0.6462832,PAK1:-0.6316735,p38-a:0.6281401,ACVRL1:0.62673,SYK:-0.62462,HER2:-0.62256,MIF:-0.6198149,P62LCKLIGAND:-0.60432,PMS2:-0.5993493,YB1:-0.59709,ANNEXIN1:-0.59506,Tau:0.5937463,CD86:0.5921838,Vinculin:0.5920482,BRAF:-0.59103,Gli3:0.5892182,ERRalpha:0.5759957,Cdc42:0.571784,PDCD4:-0.56628,JAK2:-0.56146,Wee1:-0.5598237,AKT:-0.55892,1433BETA:0.55663,PTEN:0.55345,NOTCH1:0.54789,TRIP13:-0.542762,P21:0.53499
